item_id,day_index,actual_sales,median_q50,conformal_lower_q10,conformal_upper_q90,recommended_order_qty,interval_width,relative_risk,risk_level,primary_risk_driver,recommended_actions,Demand Trend,Demand Volatility,Seasonality & Events,Data Reliability,Unmapped / Other,risk_driver_demand_volatility,risk_driver_seasonality_and_events,risk_driver_data_reliability
HOUSEHOLD_1_206_TX_3_validation,1907,0,0.0,0.0,0.89,1.0,0.89,89000.0,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",80.28,15.54,1.76,0.11,2.31,89.26,10.12,0.62
HOUSEHOLD_2_323_CA_3_validation,1893,0,0.0,0.0,0.59,1.0,0.59,58999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",78.52,16.66,1.95,0.11,2.77,89.02,10.41,0.57
HOUSEHOLD_2_076_WI_1_validation,1905,0,0.0,0.0,1.01,1.0,1.01,100999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",76.67,13.89,2.63,0.1,6.71,83.55,15.83,0.62
FOODS_3_297_WI_3_validation,1909,0,0.0,0.0,1.81,2.0,1.81,181000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",80.45,12.13,2.38,0.11,4.93,82.98,16.26,0.77
HOUSEHOLD_2_022_TX_3_validation,1902,1,0.0,0.0,1.27,1.0,1.27,126999.99999999999,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",82.88,8.12,3.14,0.12,5.74,71.34,27.57,1.09
HOUSEHOLD_1_154_CA_2_validation,1889,1,0.68,0.0,2.02,2.0,2.02,2.970544550815429,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",70.96,4.61,9.97,0.23,14.24,31.13,67.35,1.53
HOUSEHOLD_1_206_WI_2_validation,1896,0,0.0,0.0,0.99,1.0,0.99,98999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",80.83,13.88,2.26,0.13,2.89,85.32,13.89,0.79
FOODS_3_704_TX_1_validation,1909,0,0.98,0.0,3.46,3.0,3.46,3.5305762186100145,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",53.17,12.41,8.72,0.22,25.48,58.11,40.85,1.04
FOODS_3_459_CA_3_validation,1912,3,2.85,0.14,5.91,6.0,5.7700000000000005,2.0245542998094743,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",73.56,6.48,9.29,0.21,10.47,40.54,58.14,1.31
HOBBIES_1_385_CA_3_validation,1889,0,0.0,0.0,0.0,1.0,0.0,0.0,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",79.96,14.6,1.88,0.14,3.43,87.86,11.32,0.82
FOODS_3_654_TX_3_validation,1912,3,5.6,1.56,9.97,9.0,8.41,1.5017830325302992,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",82.17,5.25,4.24,0.19,8.15,54.25,43.83,1.91
FOODS_3_575_TX_1_validation,1905,0,0.0,0.0,1.08,1.0,1.08,108000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",79.12,13.56,2.55,0.1,4.67,83.66,15.7,0.64
FOODS_2_227_CA_1_validation,1900,1,0.2,0.0,2.46,2.0,2.46,12.29938503074846,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",68.91,17.55,5.06,0.14,8.34,77.15,22.25,0.6
FOODS_3_545_TX_1_validation,1906,0,0.0,0.0,0.88,1.0,0.88,88000.0,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",77.2,15.68,2.42,0.09,4.61,86.19,13.3,0.51
FOODS_3_477_CA_4_validation,1896,2,1.26,0.0,3.52,3.0,3.52,2.7936286219950635,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",64.74,11.88,11.73,0.19,11.47,49.91,49.3,0.79
FOODS_3_132_CA_2_validation,1902,1,0.0,0.0,1.71,2.0,1.71,170999.99999999997,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",82.01,10.95,2.68,0.12,4.25,79.67,19.49,0.84
HOBBIES_2_019_TX_1_validation,1899,0,0.0,0.0,0.0,1.0,0.0,0.0,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",78.24,13.51,2.59,0.08,5.57,83.46,16.02,0.52
FOODS_3_582_WI_1_validation,1890,0,0.0,0.0,1.02,1.0,1.02,102000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",81.72,12.45,1.36,0.1,4.37,89.51,9.81,0.68
HOBBIES_1_402_TX_1_validation,1907,0,0.0,0.0,1.0,1.0,1.0,99999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",79.01,15.11,1.89,0.11,3.88,88.29,11.05,0.66
FOODS_1_054_CA_1_validation,1911,3,1.83,0.0,4.36,4.0,4.36,2.382500642072994,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",75.18,9.73,5.06,0.21,9.82,64.84,33.77,1.39
FOODS_3_787_TX_3_validation,1889,5,2.58,0.12,8.38,7.0,8.260000000000002,3.2015379785349674,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",76.21,11.58,6.65,0.08,5.48,63.23,36.33,0.44
HOBBIES_1_086_CA_4_validation,1908,0,0.96,0.0,2.62,3.0,2.62,2.729138238143353,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",77.73,3.59,7.27,0.23,11.17,32.39,65.49,2.12
HOUSEHOLD_2_110_CA_3_validation,1889,2,1.34,0.0,3.96,4.0,3.96,2.955201826852038,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",76.44,6.99,6.99,0.19,9.39,49.33,49.36,1.32
FOODS_1_199_CA_4_validation,1900,2,0.82,0.0,4.43,4.0,4.43,5.402373141790954,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",61.89,27.02,4.64,0.18,6.27,84.87,14.56,0.57
FOODS_3_390_TX_3_validation,1903,1,0.99,0.0,3.31,3.0,3.31,3.3434005717113973,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",59.26,20.98,7.37,0.16,12.24,73.61,25.85,0.55
FOODS_1_187_WI_1_validation,1908,2,0.02,0.0,1.98,2.0,1.98,98.95052473763118,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",75.84,8.44,5.18,0.13,10.4,61.35,37.68,0.97
HOBBIES_1_298_TX_3_validation,1911,1,0.92,0.0,2.43,3.0,2.43,2.6412756383082794,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",85.95,4.63,1.89,0.14,7.4,69.55,28.4,2.05
HOBBIES_2_089_TX_2_validation,1886,0,0.0,0.0,1.54,2.0,1.54,154000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",81.09,11.8,2.37,0.12,4.62,82.57,16.59,0.84
FOODS_2_145_CA_2_validation,1901,0,1.13,0.0,3.26,3.0,3.26,2.8849302218564437,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",73.13,5.71,9.82,0.19,11.17,36.33,62.49,1.18
HOUSEHOLD_1_117_CA_2_validation,1891,1,0.23,0.0,2.16,2.0,2.16,9.390896047997913,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",71.53,9.1,5.75,0.12,13.5,60.79,38.39,0.82
FOODS_2_165_CA_1_validation,1910,0,0.0,0.0,1.02,1.0,1.02,102000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",80.79,12.68,2.19,0.1,4.24,84.69,14.65,0.66
HOUSEHOLD_1_176_CA_3_validation,1889,2,0.0,0.0,1.92,2.0,1.92,191999.99999999997,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",79.68,8.53,3.86,0.12,7.8,68.18,30.88,0.94
FOODS_2_250_WI_1_validation,1907,0,0.0,0.0,1.05,1.0,1.05,105000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",81.65,12.84,2.11,0.12,3.29,85.24,13.99,0.77
FOODS_3_610_WI_1_validation,1893,0,0.0,0.0,2.0,2.0,2.0,199999.99999999997,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",72.82,11.2,4.41,0.11,11.46,71.23,28.05,0.71
HOUSEHOLD_1_171_CA_4_validation,1892,1,0.83,0.0,2.48,3.0,2.48,2.9879158082432746,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",55.23,7.97,11.31,0.15,25.33,41.02,58.22,0.76
FOODS_3_458_TX_2_validation,1891,12,14.28,5.77,21.78,20.0,16.01,1.1211476742663347,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",83.86,7.89,3.23,0.23,4.8,69.52,28.49,1.99
HOUSEHOLD_1_219_CA_4_validation,1902,0,0.0,0.0,1.24,1.0,1.24,123999.99999999999,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",81.47,13.26,2.01,0.11,3.15,86.24,13.05,0.71
HOUSEHOLD_1_138_WI_1_validation,1897,0,1.04,0.0,3.01,3.0,3.01,2.894202940356342,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",81.43,2.17,5.64,0.17,10.59,27.18,70.69,2.13
HOUSEHOLD_1_249_WI_2_validation,1907,0,0.04,0.0,1.91,2.0,1.91,47.738065483629086,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",74.59,7.01,6.21,0.15,12.04,52.46,46.41,1.13
FOODS_2_060_TX_3_validation,1891,0,0.21,0.0,1.96,2.0,1.96,9.332888910051903,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",78.85,2.98,6.31,0.12,11.75,31.64,67.09,1.27
HOUSEHOLD_2_154_CA_4_validation,1897,0,0.0,0.0,1.02,1.0,1.02,102000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",80.46,13.6,1.31,0.1,4.54,90.63,8.74,0.63
HOBBIES_2_132_WI_1_validation,1900,0,0.01,0.0,2.0,2.0,2.0,199.8001998001998,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",59.19,21.88,5.33,0.15,13.45,79.97,19.5,0.54
FOODS_3_631_WI_2_validation,1888,0,0.0,0.0,1.13,1.0,1.13,112999.99999999999,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",80.84,13.36,2.12,0.11,3.57,85.7,13.58,0.72
HOUSEHOLD_1_154_CA_3_validation,1896,0,0.92,0.0,2.7,3.0,2.7,2.934750709231422,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",70.13,11.15,7.94,0.25,10.53,57.64,41.07,1.29
FOODS_3_178_WI_3_validation,1896,2,2.34,0.06,5.05,5.0,4.99,2.1324695193610284,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",74.75,7.26,10.63,0.14,7.21,40.26,58.96,0.78
FOODS_1_044_WI_2_validation,1905,1,3.04,0.51,6.03,6.0,5.5200000000000005,1.8157835007121688,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",70.09,11.68,7.56,0.11,10.56,60.37,39.09,0.54
FOODS_3_492_WI_3_validation,1909,0,0.58,0.0,2.13,2.0,2.13,3.672350476715919,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",73.57,8.18,6.0,0.15,12.1,57.07,41.9,1.03
FOODS_3_779_CA_3_validation,1900,0,0.0,0.0,0.43,1.0,0.43,42999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",79.83,15.36,2.02,0.11,2.68,87.83,11.57,0.61
FOODS_3_110_WI_3_validation,1893,0,0.0,0.0,1.04,1.0,1.04,104000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",79.9,14.89,2.18,0.11,2.91,86.66,12.7,0.64
FOODS_2_192_TX_3_validation,1902,0,0.23,0.0,2.66,3.0,2.66,11.56471457762706,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",70.27,5.01,8.21,0.18,16.34,37.39,61.29,1.32
FOODS_1_048_CA_3_validation,1902,2,1.01,0.0,2.79,3.0,2.79,2.7623488876347757,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",74.37,7.08,7.36,0.19,11.01,48.4,50.33,1.27
FOODS_3_733_WI_3_validation,1895,1,0.0,0.0,2.48,2.0,2.48,247999.99999999997,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",76.06,14.2,3.76,0.11,5.86,78.57,20.8,0.62
FOODS_1_050_TX_3_validation,1907,0,0.0,0.0,0.67,1.0,0.67,67000.0,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",79.41,16.63,1.79,0.11,2.05,89.75,9.67,0.58
HOBBIES_2_091_WI_3_validation,1894,0,0.06,0.0,3.0,3.0,3.0,49.99166805532411,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",75.0,14.62,3.04,0.08,7.25,82.41,17.14,0.45
HOUSEHOLD_2_306_WI_3_validation,1907,0,0.0,0.0,1.0,1.0,1.0,99999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",81.76,12.92,1.97,0.11,3.24,86.13,13.13,0.74
HOUSEHOLD_2_381_CA_1_validation,1906,0,0.0,0.0,1.0,1.0,1.0,99999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",76.44,14.05,2.64,0.1,6.77,83.66,15.72,0.62
HOBBIES_1_018_TX_2_validation,1903,0,0.0,0.0,1.0,1.0,1.0,99999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",77.87,14.92,2.08,0.1,5.03,87.26,12.17,0.57
HOUSEHOLD_1_144_WI_1_validation,1896,2,0.13,0.0,2.0,2.0,2.0,15.383432043688945,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",70.57,5.46,7.68,0.15,16.14,41.06,57.79,1.15
HOBBIES_2_027_TX_1_validation,1889,0,0.0,0.0,0.0,1.0,0.0,0.0,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",77.05,16.48,1.84,0.09,4.54,89.52,10.01,0.47
HOUSEHOLD_1_393_TX_2_validation,1899,1,0.99,0.0,2.99,3.0,2.99,3.0201715134190565,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",72.52,7.99,6.48,0.14,12.88,54.68,44.36,0.97
HOUSEHOLD_1_216_TX_2_validation,1911,0,0.0,0.0,0.96,1.0,0.96,95999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",79.93,14.67,0.98,0.09,4.33,93.16,6.24,0.59
HOUSEHOLD_2_253_CA_1_validation,1911,0,0.0,0.0,0.99,1.0,0.99,98999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",79.17,15.09,0.98,0.09,4.67,93.35,6.07,0.58
HOUSEHOLD_2_236_TX_2_validation,1898,0,0.0,0.0,1.41,2.0,1.41,140999.99999999997,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",80.81,8.15,3.44,0.1,7.49,69.67,29.44,0.89
FOODS_2_221_CA_1_validation,1906,2,3.0,0.02,7.51,7.0,7.49,2.496658344472185,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",76.04,6.1,6.3,0.15,11.41,48.61,50.16,1.23
HOUSEHOLD_1_452_CA_3_validation,1901,0,0.04,0.0,1.81,2.0,1.81,45.23869032741814,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",73.14,15.86,2.89,0.12,8.0,84.08,15.3,0.62
FOODS_2_231_TX_3_validation,1898,0,-0.0,0.0,0.92,1.0,0.92,92000.0,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",74.22,16.28,2.99,0.1,6.42,84.06,15.42,0.52
HOUSEHOLD_2_100_CA_1_validation,1900,2,0.0,0.0,1.14,1.0,1.14,113999.99999999999,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",80.06,13.16,2.46,0.11,4.2,83.65,15.63,0.73
HOUSEHOLD_1_108_CA_3_validation,1889,0,0.0,0.0,0.96,1.0,0.96,95999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",79.98,13.5,1.97,0.09,4.46,86.72,12.67,0.61
FOODS_1_117_CA_1_validation,1893,2,0.98,0.0,3.09,3.0,3.09,3.153029050723972,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",69.96,13.88,8.63,0.24,7.29,61.01,37.92,1.07
FOODS_3_206_CA_4_validation,1911,0,0.0,0.0,1.86,2.0,1.86,186000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",78.81,14.03,0.8,0.1,6.26,93.98,5.33,0.7
FOODS_3_270_TX_1_validation,1909,2,0.0,0.0,0.98,1.0,0.98,97999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",79.83,14.19,1.97,0.11,3.9,87.2,12.13,0.66
HOUSEHOLD_1_192_CA_1_validation,1906,1,0.0,0.0,1.31,1.0,1.31,131000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",77.71,11.89,2.93,0.1,7.36,79.69,19.63,0.68
HOBBIES_1_131_WI_2_validation,1913,1,1.39,0.0,5.93,5.0,5.93,4.266156358587348,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",52.86,19.98,7.83,2.62,16.7,65.65,25.74,8.61
HOUSEHOLD_2_472_CA_2_validation,1887,1,0.0,0.0,1.0,1.0,1.0,99999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",79.22,14.24,2.01,0.11,4.42,87.07,12.26,0.67
FOODS_3_667_WI_3_validation,1901,0,0.0,0.0,1.94,2.0,1.94,193999.99999999997,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",83.38,6.12,3.64,0.12,6.73,61.97,36.8,1.23
HOUSEHOLD_1_175_WI_1_validation,1899,2,0.0,0.0,1.98,2.0,1.98,197999.99999999997,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",76.61,12.1,3.25,0.11,7.94,78.29,21.02,0.69
FOODS_2_198_WI_3_validation,1889,1,0.18,0.0,3.04,3.0,3.04,16.887950669407257,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",85.77,5.18,4.12,0.12,4.81,54.99,43.77,1.24
FOODS_3_194_WI_1_validation,1898,11,6.95,1.8,11.36,11.0,9.559999999999999,1.3755375891545478,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",79.2,8.06,5.09,0.2,7.45,60.34,38.12,1.53
FOODS_1_046_CA_1_validation,1894,6,8.97,3.32,16.22,15.0,12.899999999999999,1.4381254870395905,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",87.62,4.94,3.74,0.27,3.43,55.17,41.82,3.01
FOODS_3_044_CA_1_validation,1896,0,0.0,0.0,1.02,1.0,1.02,102000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",83.88,8.93,2.82,0.1,4.28,75.38,23.79,0.83
FOODS_3_660_TX_3_validation,1910,4,8.84,4.6,13.69,13.0,9.09,1.0282793797744574,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",85.82,7.75,2.55,0.31,3.57,73.05,24.06,2.89
HOUSEHOLD_2_346_CA_1_validation,1906,2,2.65,0.02,5.44,5.0,5.420000000000001,2.045275300847922,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",67.01,8.88,9.39,0.22,14.49,48.01,50.78,1.21
FOODS_3_703_CA_2_validation,1892,0,1.03,0.0,2.78,3.0,2.78,2.699002922301725,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",56.98,6.61,12.38,0.21,23.81,34.44,64.48,1.08
HOUSEHOLD_2_173_CA_1_validation,1900,0,0.0,0.0,1.0,1.0,1.0,99999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",80.04,14.54,2.17,0.11,3.14,86.42,12.92,0.66
HOUSEHOLD_2_450_CA_4_validation,1892,2,0.0,0.0,1.68,2.0,1.68,167999.99999999997,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",80.93,9.15,3.01,0.1,6.81,74.65,24.54,0.81
FOODS_2_249_TX_2_validation,1902,0,0.98,0.0,2.98,3.0,2.98,3.040785298109203,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",76.64,5.73,7.49,0.2,9.94,42.68,55.82,1.49
FOODS_3_629_TX_3_validation,1895,0,0.0,0.0,1.02,1.0,1.02,102000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",82.08,11.06,2.89,0.11,3.85,78.64,20.58,0.77
FOODS_3_045_TX_3_validation,1912,0,0.0,0.0,1.23,1.0,1.23,122999.99999999999,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",78.79,11.65,2.86,0.1,6.6,79.72,19.57,0.71
HOBBIES_1_397_TX_3_validation,1891,1,0.97,0.0,2.54,3.0,2.54,2.618529705879321,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",56.24,6.28,10.85,0.17,26.46,36.32,62.72,0.96
FOODS_1_141_TX_2_validation,1902,0,0.0,0.0,1.06,1.0,1.06,106000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",79.48,13.71,2.29,0.11,4.4,85.06,14.23,0.7
HOUSEHOLD_1_470_TX_2_validation,1912,3,1.01,0.0,2.79,3.0,2.79,2.7623488876347757,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",57.47,8.86,10.61,0.2,22.85,45.03,53.93,1.04
FOODS_2_285_TX_3_validation,1896,1,2.14,0.0,5.51,5.0,5.51,2.5747543235779267,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",75.92,8.89,6.68,0.15,8.35,56.55,42.47,0.98
FOODS_3_428_WI_1_validation,1891,0,0.73,0.0,3.13,3.0,3.13,4.287612498458925,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",33.97,27.97,9.62,0.17,28.27,74.08,25.46,0.46
HOUSEHOLD_1_198_TX_3_validation,1886,0,2.36,0.0,6.95,6.0,6.95,2.9449027758356956,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",85.15,6.93,5.9,0.03,1.99,53.9,45.89,0.21
FOODS_1_208_TX_3_validation,1886,5,0.81,0.0,3.31,3.0,3.31,4.086369304082666,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",56.13,27.9,5.75,0.23,9.99,82.36,16.96,0.68
HOBBIES_1_195_CA_4_validation,1911,0,0.0,0.0,1.88,2.0,1.88,187999.99999999997,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",85.33,6.58,1.01,0.11,6.97,85.46,13.12,1.43
HOUSEHOLD_2_506_CA_2_validation,1896,0,0.0,0.0,1.08,1.0,1.08,108000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",79.4,13.37,2.54,0.1,4.59,83.54,15.84,0.62
HOBBIES_1_014_WI_1_validation,1909,5,1.66,0.0,4.31,4.0,4.31,2.596369901386136,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",71.0,9.0,8.17,0.18,11.65,51.86,47.09,1.05
HOUSEHOLD_2_473_TX_1_validation,1887,0,0.0,0.0,1.37,2.0,1.37,137000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",80.04,12.37,2.23,0.11,5.25,84.07,15.17,0.76
HOUSEHOLD_2_452_WI_3_validation,1895,0,0.0,0.0,1.0,1.0,1.0,99999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",77.13,16.41,2.37,0.1,3.99,86.91,12.53,0.55
HOUSEHOLD_2_304_CA_2_validation,1912,0,0.0,0.0,1.0,1.0,1.0,99999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",78.04,12.46,2.65,0.1,6.75,81.9,17.42,0.68
